numero_reg,tipo,ente,oggetto,data_pubblicazione,data_scadenza,link_dettaglio,allegati,data_pubblicazione_normalizzata,data_scadenza_normalizzata
0251/2024,Determine Dirigenziali,Comune di SQUILLACE,Legge 431/98 ..... Bando di concorso 2022...,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090314&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0251/2024/- Det. n. 98_24.pdf,2024-03-21,2024-03-31
0250/2024,Determine Dirigenziali,Comune di SQUILLACE,Concessione contributo ... Ass.ne Angeli Blu ....,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090354&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0250/2024/- Det. n. 898_23.pdf,2024-03-21,2024-03-31
0249/2024,Determine Dirigenziali,Comune di SQUILLACE,Rinnovo anno 2024 .... Rilevazione annuale .. Ditta Nuova Elscar -.,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090327&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0249/2024/- Det. n. 150_24.pdf,2024-03-21,2024-03-31
0248/2024,Determine Dirigenziali,Comune di SQUILLACE,Beneficiari RdC .... Stipula polizza ...,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090300&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0248/2024/- Det. n. 148_24.pdf,2024-03-21,2024-03-31
0247/2024,Delibere di giunta,Comune di SQUILLACE,Destinazione dei proventi delle sanzioni amministrative per violazione al Codice della Strada per l'anno 2024.-,21/03/2024,05/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090335&sez=&data1=21/03/2024&data2=05/04/2024,allegati/fonte1/0247/2024/- Del_G.C._n.29_del_15.03.2024.pdf,2024-03-21,2024-04-05
0246/2024,Determine Dirigenziali,Comune di SQUILLACE,Ditta Galati Roberto ... Fornitura carburante .....Liquidazione,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090324&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0246/2024/- Det. n. 154_24.pdf,2024-03-21,2024-03-31
0245/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione ditta Il Faro ... Servizio mensa scolastica ...mese di febbraio 2024 ...,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090353&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0245/2024/- Det. n. 156_24.pdf,2024-03-21,2024-03-31
0244/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione per il servizio di Pest- Control .....Ditta Anticimex...,21/03/2024,31/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090340&sez=&data1=21/03/2024&data2=31/03/2024,allegati/fonte1/0244/2024/- Det. n. 166_24.pdf,2024-03-21,2024-03-31
0243/2024,Delibere di giunta,Comune di SQUILLACE,"Servizi pubblici a domanda individuale. Determinazione Tarife, contribuzioni e tasso di copertura costi di gestione. Anno 2024.-",21/03/2024,05/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090330&sez=&data1=21/03/2024&data2=05/04/2024,allegati/fonte1/0243/2024/- Del_G.C._n.25_del_15.03.2024.pdf,2024-03-21,2024-04-05
0242/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione compensi professionali.-,21/03/2024,05/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=21090325&sez=&data1=21/03/2024&data2=05/04/2024,allegati/fonte1/0242/2024/- Det_n°167_del_20.03.2024.pdf,2024-03-21,2024-04-05
0241/2024,Delibere di giunta,Comune di SQUILLACE,Anticipazione di tesoreria per l'esercizio 2024.-,20/03/2024,04/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20130309&sez=&data1=20/03/2024&data2=04/04/2024,allegati/fonte1/0241/2024/- Del_G.C._28_del_15.03.2024.pdf,2024-03-20,2024-04-04
0240/2024,Delibere di giunta,Comune di SQUILLACE,Quantificazione delle somme impignorabili per il primo semestre dell'anno 2024.-,20/03/2024,04/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20130312&sez=&data1=20/03/2024&data2=04/04/2024,allegati/fonte1/0240/2024/- Del_G.C._27_del_15.03.204.pdf,2024-03-20,2024-04-04
0239/2024,Delibere di giunta,Comune di SQUILLACE,Presa atto Patto di adesione al BIC 2023 - Benessere in Comune.-,20/03/2024,04/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20130319&sez=&data1=20/03/2024&data2=04/04/2024,allegati/fonte1/0239/2024/- Del_G.C._n.33_Del15.03.2024.pdf,2024-03-20,2024-04-04
0238/2024,avvisi vari,Comune di SQUILLACE,Avviso di deposito atti nella csa comunale in nome  eper conto di SO.G.E.T. S.p.A.,20/03/2024,21/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20110352&sez=&data1=20/03/2024&data2=21/03/2024,allegati/fonte1/0238/2024/- Prot. n. 2209.pdf,2024-03-20,2024-03-21
0237/2024,avvisi vari,Comune di SQUILLACE,Avviso di deposito presso la casa comunale in nome e per conto di SO.G.E.T s.p.A.,20/03/2024,21/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20110332&sez=&data1=20/03/2024&data2=21/03/2024,allegati/fonte1/0237/2024/- Prot. n. 2195.pdf,2024-03-20,2024-03-21
0236/2024,avvisi vari,Comune di SQUILLACE,Avviso pubblico erogazione contributi in favore di cittadini ucraini - Determinazioni -.,20/03/2024,15/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20100356&sez=&data1=20/03/2024&data2=15/04/2024,"allegati/fonte1/0236/2024/- Det. n. 165_24.pdf,allegati/fonte1/0236/2024/- Bando ucraini.pdf,allegati/fonte1/0236/2024/- Istanza ucraini.pdf,allegati/fonte1/0236/2024/- Convenzione attività .pdf",2024-03-20,2024-04-15
0235/2024,Determine Dirigenziali,Comune di SQUILLACE,Avviso Pubblico erogazione contributi in favore di cittadini Ucraini - Determinazioni -.,20/03/2024,30/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20100357&sez=&data1=20/03/2024&data2=30/03/2024,"allegati/fonte1/0235/2024/- Det. n. 165_24.pdf,allegati/fonte1/0235/2024/- Bando ucraini.pdf,allegati/fonte1/0235/2024/- Istanza ucraini.pdf,allegati/fonte1/0235/2024/- Convenzione attività .pdf",2024-03-20,2024-03-30
0234/2024,Determine Dirigenziali,Comune di SQUILLACE,"Ampliamento del Cimitero comunale - I lotto funzionale.
Approvazione 1° S.A.L. e relativo Certificato di pagamento.-",20/03/2024,04/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20100349&sez=&data1=20/03/2024&data2=04/04/2024,allegati/fonte1/0234/2024/- Det_n° 163_del_15.03.2024.pdf,2024-03-20,2024-04-04
0233/2024,Determine Dirigenziali,Comune di SQUILLACE,Riversamento tributi comune di Sondrio,20/03/2024,04/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20100336&sez=&data1=20/03/2024&data2=04/04/2024,allegati/fonte1/0233/2024/- Det_n°164_del_20.03.2024.pdf,2024-03-20,2024-04-04
0232/2024,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa per l’affidamento della fornitura e posa in opera di n°3 tapparelle in alluminio e alla riparazione di maniglie.-,20/03/2024,04/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=20090321&sez=&data1=20/03/2024&data2=04/04/2024,allegati/fonte1/0232/2024/- Det_n°144_del_07.03.2024.pdf,2024-03-20,2024-04-04
0231/2024,Determine Dirigenziali,Comune di SQUILLACE,Ampliamento del Cimitero Comunale  - I lotto funzionale. - Approvazione 1° S.A.L. e relativo certificato di pagamento.-,20/03/2024,04/04/2024,,,2024-03-20,2024-04-04
Pubblicazione Annullata N.Reg0231/2024Data Annullamento :20/03/2024Motivazione :Errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0230/2024,Stato Civile - Pubb. di matrimonio,Comune di SQUILLACE,Atto di pubblicazione di matrimonio sposi: Modafferi - Leonardi,19/03/2024,27/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=19120315&sez=&data1=19/03/2024&data2=27/03/2024,allegati/fonte1/0230/2024/- Atto n. 1 P.I .pdf,2024-03-19,2024-03-27
0229/2024,Determine Dirigenziali,Comune di SQUILLACE,Realizzazione di una staccionata e la sistemazione del piano di calpestio di un terreno del parco giochi nel comune di Squillace (CZ).-,19/03/2024,03/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=19110311&sez=&data1=19/03/2024&data2=03/04/2024,allegati/fonte1/0229/2024/- Det_n°162_del_14.03.2024.pdf,2024-03-19,2024-04-03
0228/2024,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa – Manutenzione straordinaria per risanamento rete reflui urbani in via Damiano Assanti.-,18/03/2024,02/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=18120346&sez=&data1=18/03/2024&data2=02/04/2024,allegati/fonte1/0228/2024/- Det_n° 161_del_14.03.2024.pdf,2024-03-18,2024-04-02
0227/2024,avvisi vari,Comune di SQUILLACE,"SELEZIONE PUBBLICA PER TITOLI ED ESAMI, PER LA COPERTURA DI N. 2 POSTI DI ""ISTRUTTORI DI VIGILANZA "" - CATEGORIA GIURIDICA C -  A TEMPO INDETERMINATO E PART-TIME",15/03/2024,14/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=15110321&sez=&data1=15/03/2024&data2=14/04/2024,allegati/fonte1/0227/2024/- convocazione prova orale cat c istruttore di vigil,2024-03-15,2024-04-14
0226/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione - determina a contrarre e contestuale affidamento per fornitura vestiario per personale di P.L. Atelier srl.-,15/03/2024,30/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=15110351&sez=&data1=15/03/2024&data2=30/03/2024,allegati/fonte1/0226/2024/- DET.N.160_2024.pdf,2024-03-15,2024-03-30
0225/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fattura a saldo secondo semestre - Società Acarus srls - noleggio sistema per rilevazioni infrazioni semaforiche servizio di ausilio all' ufficio verbali della Polizia Locale.-,15/03/2024,30/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=15100342&sez=&data1=15/03/2024&data2=30/03/2024,allegati/fonte1/0225/2024/- DET.N.159_24.pdf,2024-03-15,2024-03-30
0224/2024,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Fornitura di materiale per lavori di manutenzione ordinaria in amministrazione diretta.-,15/03/2024,30/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=15100349&sez=&data1=15/03/2024&data2=30/03/2024,allegati/fonte1/0224/2024/- Det_n° 158_del_14.03.2024.pdf,2024-03-15,2024-03-30
0223/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione compenso revisore dei Conti 1° trimestre 2024 -.,14/03/2024,24/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=14110352&sez=&data1=14/03/2024&data2=24/03/2024,allegati/fonte1/0223/2024/- Det. n. 151_24.pdf,2024-03-14,2024-03-24
0222/2024,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione di spesa - Servizio per la fornitura di n° 08 piastrelle con dimensioni cm 30 x 30 e n° 34 piastrelle con dimensioni cm 40 x 30 in ceramica colorata raffiguranti gli stemmi nobiliari dei Feudatari della Città di Squillace, nonché n° 04 pannelli in ceramica aventi dimensione di cm 30 x 100.-",14/03/2024,29/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=14110336&sez=&data1=14/03/2024&data2=29/03/2024,allegati/fonte1/0222/2024/- Det_n° 157_del_14.03.2024.pdf,2024-03-14,2024-03-29
0221/2024,Determine Dirigenziali,Comune di SQUILLACE,"Trasformazione del diritto di superficie in diritto di piena proprietà ed eliminazione dei vincoli, ai sensi dell’art. 31 commi 45/50 della Legge n° 448/98.-",14/03/2024,29/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=14100352&sez=&data1=14/03/2024&data2=29/03/2024,allegati/fonte1/0221/2024/- Det_n° 146_del_11.03.2024.pdf,2024-03-14,2024-03-29
0220/2024,Delibere di giunta,Comune di SQUILLACE,Concessione patrocinio gratuito per l'evento Corri a Squillace - III Edizione.-,14/03/2024,29/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=14100354&sez=&data1=14/03/2024&data2=29/03/2024,allegati/fonte1/0220/2024/- Del_G.C._n°19_del 01.03.2024.pdf,2024-03-14,2024-03-29
0219/2024,Delibere di giunta,Comune di SQUILLACE,"Approvazione delle tariffe e dei coefficienti moltiplicatori del canone unico patrimoniale di concessione, autorizzazione o spedizione pubblicitaria - Anno 2024.-",14/03/2024,29/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=14100310&sez=&data1=14/03/2024&data2=29/03/2024,allegati/fonte1/0219/2024/- Del_G.C._n°_20_del_01.03.2024.pdf,2024-03-14,2024-03-29
0218/2024,Delibere di giunta,Comune di SQUILLACE,"Adozione del Programma Triennale OO.PP. 2024/2026 e dell'Elenco annuale dei lavori 2024, e del Programma Triennale Forniture e Sevizi 2024/2026 e del relativo Elenco annuale 2024",12/03/2024,11/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=12200330&sez=&data1=12/03/2024&data2=11/04/2024,"allegati/fonte1/0218/2024/- Delibera GC n. 16 del 16.02.2024.pdf,allegati/fonte1/0218/2024/- Schede programma triennale opere pubbliche e progr",2024-03-12,2024-04-11
0217/2024,Determine Dirigenziali,Comune di SQUILLACE,Fornitura segnaletica stradale - Società la segnaletica di Luigi Maruca,12/03/2024,27/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=12120320&sez=&data1=12/03/2024&data2=27/03/2024,allegati/fonte1/0217/2024/- DET.N.152_2024.pdf,2024-03-12,2024-03-27
0216/2024,avvisi vari,Comune di SQUILLACE,Avviso pubblico di manifestazione d’interesse per indagine di mercato finalizzata all’eventuale affidamento della fornitura di energia elettrica per le utenze degli edifici e delle strutture comunali nonchè della pubblica illuminazione del Comune di Squillace,12/03/2024,11/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=12120357&sez=&data1=12/03/2024&data2=11/04/2024,"allegati/fonte1/0216/2024/- Avviso Manifestazione di interesse Affidamento for,allegati/fonte1/0216/2024/- All. A - Partecipazione procedura affidamento forn,allegati/fonte1/0216/2024/- All. B - Elenco POD.pdf",2024-03-12,2024-04-11
0215/2024,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,Approvazione schema avviso pubblico manifestazione di interesse per indagine di mercato finalizzata all’eventuale affidamento della fornitura di energia elettrica per le utenze degli edifici e delle strutture comunali nonchè della pubblica illuminazione del Comune di Squillace,12/03/2024,27/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=12120322&sez=&data1=12/03/2024&data2=27/03/2024,"allegati/fonte1/0215/2024/- Det_n°153_del_12.03.2024.pdf,allegati/fonte1/0215/2024/- Avviso Manifestazione di interesse Affidamento for,allegati/fonte1/0215/2024/- All. A - Partecipazione procedura affidamento forn,allegati/fonte1/0215/2024/- All. B - Elenco POD.pdf",2024-03-12,2024-03-27
0214/2024,Determine Dirigenziali,Comune di SQUILLACE,Approvazione schema avviso pubblico manifestazione di interesse per indagine di mercato finalizzata all’eventuale affidamento della fornitura di energia elettrica per le utenze degli edifici e delle strutture comunali nonchè della pubblica illuminazione del Comune di Squillace,12/03/2024,27/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=12120327&sez=&data1=12/03/2024&data2=27/03/2024,"allegati/fonte1/0214/2024/- Det_n°153_del_12.03.2024.pdf,allegati/fonte1/0214/2024/- Avviso Manifestazione di interesse Affidamento for,allegati/fonte1/0214/2024/- All. A - Partecipazione procedura affidamento forn,allegati/fonte1/0214/2024/- All. B - Elenco POD.pdf",2024-03-12,2024-03-27
0213/2024,Determine Dirigenziali,Comune di SQUILLACE,AFFIDAMENTO E IMPEGNO DI SPESA PER PREDISPOSIZIONE PIANO  ECONOMICO FINANZIARIO TARI 2024 SECONDO IL METODO TARIFFARIO ARERA (MTR-2),12/03/2024,27/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=12110301&sez=&data1=12/03/2024&data2=27/03/2024,allegati/fonte1/0213/2024/- DET_N°149_DEL_12.03.2024.pdf,2024-03-12,2024-03-27
0212/2024,avvisi vari,Comune di SQUILLACE,"SELEZIONE PUBBLICA, PER TITOLI ED ESAMI PER LA COPERTURA DI N. 2 POSTI DI ""ISTRUTTORE DI VIGILANZA"" - CATEGORIA GIURIDICA C- A TEMPO INDETERMINATO E PART-TIME 50% - GRADUATORIA DEGLI IDONEI",11/03/2024,10/04/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=11090313&sez=&data1=11/03/2024&data2=10/04/2024,allegati/fonte1/0212/2024/- graduatoria idonei selezione pubblica istruttore v,2024-03-11,2024-04-10
0211/2024,Determine Dirigenziali,Comune di SQUILLACE,Impegno e contestuale Liquidazione all’Autorità Rifiuti e Risorse Idriche del costo pro-quota degli oneri di gestione degli impianti per il trattamento/smaltimento dei Rifiuti Solidi Urbani. Periodo Marzo/Aprile (2° bimestre) Annualità 2024.-,08/03/2024,23/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=8100344&sez=&data1=08/03/2024&data2=23/03/2024,allegati/fonte1/0211/2024/- Det_n° 143_del_07.03.2024.pdf,2024-03-08,2024-03-23
0210/2024,Determine Dirigenziali,Comune di SQUILLACE,Presa d'atto della graduatoria della selezione pubblica per la copertura di n. 1 posto di Istruttore direttivo contabile corrispondente all'area dei funzionari e dell'elevata qualificazione funzionale - cat. D a tempo pieno e indeterminato.,07/03/2024,22/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=7130301&sez=&data1=07/03/2024&data2=22/03/2024,allegati/fonte1/0210/2024/- Det_n°142_del_07.03.2024.pdf,2024-03-07,2024-03-22
0209/2024,Determine Dirigenziali,Comune di SQUILLACE,Rimborso al comune di Vallefiorita per l'utilizzo convenzionato del vigile urbano Conte Giuseppe nel periodo 07.07.2023 - 30.11.2023.-,07/03/2024,22/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=7130330&sez=&data1=07/03/2024&data2=22/03/2024,allegati/fonte1/0209/2024/- Det_n°134_del_29.12.2023.pdf,2024-03-07,2024-03-22
0208/2024,avvisi vari,Comune di SQUILLACE,"SELEZIONE PUBBLICA PER LA COPERTURA DI N. 1 POSTO ISTRUTTORE DIRETTIVO CONTABILE CATEGORIA D  A TEMPO PIENO E  INDETERMINATO -
GRADUATORIA PROVA SCRITTA",07/03/2024,22/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=7120355&sez=&data1=07/03/2024&data2=22/03/2024,allegati/fonte1/0208/2024/- SELEZIONE N. 1 POSTO CAT. D ISTRUTTORE DIRETTIVO,2024-03-07,2024-03-22
0207/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fattura per il servizio di supporto area finanziaria - Settore Tributi alla ditta IOPA srls.-,07/03/2024,22/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=7110352&sez=&data1=07/03/2024&data2=22/03/2024,allegati/fonte1/0207/2024/- Det_n° 140_del_04.03.2024.pdf,2024-03-07,2024-03-22
0206/2024,Determine Dirigenziali,Comune di SQUILLACE,"Abbonamento ai Servizi Informatici Telematici di Base e adesione accesso Banca Dati ACI-PRA, abbonamento anno dal 1.1.2024 al 31.12.2024. – impegno di spesa",07/03/2024,22/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=7110336&sez=&data1=07/03/2024&data2=22/03/2024,allegati/fonte1/0206/2024/- DETN.141_2024 .pdf,2024-03-07,2024-03-22
0205/2024,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fattura per il servizio di supporto area finanziaria alla Ditta IOPA srls-,07/03/2024,22/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=7110337&sez=&data1=07/03/2024&data2=22/03/2024,allegati/fonte1/0205/2024/- Det_n° 139_del_04.03.2024.pdf,2024-03-07,2024-03-22
0204/2024,Determine Dirigenziali,Comune di SQUILLACE,Ass.ne AFOOC - servizio di giuda e assistenza scuolabus - periodo Febbraio 2024 -. Liquidazione -.,06/03/2024,16/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=6110322&sez=&data1=06/03/2024&data2=16/03/2024,allegati/fonte1/0204/2024/- Det. n. 133_24.pdf,2024-03-06,2024-03-16
0203/2024,Determine Dirigenziali,Comune di SQUILLACE,Ditta Carello snc ... servizio degustazione prodotti tipici - Liquidazione -.,06/03/2024,16/03/2024,http://albosquillace.asmenet.it/allegati.php?id_doc=6100305&sez=&data1=06/03/2024&data2=16/03/2024,allegati/fonte1/0203/2024/- Det. n. 128_24.pdf,2024-03-06,2024-03-16
